field.Element:Text;field.Attribute:name;Attribute:type;TargetTrialID
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: N/A≺Prompt≻
";text;DialogTableEntry;
206;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 3≻≺Prompt≻
";text;DialogTableEntry;
207;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 3≻ ≺Multiple Choice (Parameter 4)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 5≻≺Prompt≻
";text;DialogTableEntry;
208;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 3≻ ≺Multiple Choice (Parameter 4)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 5≻ ≺Multiple Choice (Parameter 6)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 7≻≺Prompt≻
";text;DialogTableEntry;
209;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 3≻ ≺Multiple Choice (Parameter 4)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 5≻ ≺Multiple Choice (Parameter 6)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 7≻ ≺Multiple Choice (Parameter 8)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 9≻≺Prompt≻
";text;DialogTableEntry;
210;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 3≻ ≺Multiple Choice (Parameter 4)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 5≻ ≺Multiple Choice (Parameter 6)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 7≻ ≺Multiple Choice (Parameter 8)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 9≻
            ≺Multiple Choice (Parameter 10)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 11≻≺Prompt≻
";text;DialogTableEntry;
211;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Numeric Parameter 3≻ ≺Multiple Choice (Parameter 4)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 5≻ ≺Multiple Choice (Parameter 6)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Numeric Parameter 7≻ ≺Multiple Choice (Parameter 8)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 9≻
            ≺Multiple Choice (Parameter 10)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Numeric Parameter 11≻ ≺Multiple Choice (Parameter 12)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 13≻≺Prompt≻
";text;DialogTableEntry;
212;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺Multiple Choice (Parameter 2)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 3≻ ≺Multiple Choice (Parameter 4)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 5≻ ≺Multiple Choice (Parameter 6)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 7≻ ≺Multiple Choice (Parameter 8)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 9≻
            ≺Multiple Choice (Parameter 10)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 11≻ ≺Multiple Choice (Parameter 12)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 13≻ ≺Multiple Choice (Parameter 14)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]≺Numeric Parameter 15≻≺Prompt≻
";text;DialogTableEntry;
213;index;DialogTableEntry;
"Synergy rank: ≺Multiple Choice (Parameter 29)≻[Amateur/Recruit/Initiate/Novice/Apprentice/Journeyman/Craftsman/Artisan/Adept/Veteran/Expert/Authority/Luminary/Master/Grandmaster/Legend]
Objective: ≺Numeric Parameter 1≻ ≺Possible Special Code: 01≻≺Speaker Name≻)ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻
Difficulty: ≺BAD CHAR: EF≻≺Possible Special Code: 1F≻≺Numeric Parameter 3≻ ≺Element: Ice≻≺Numeric Parameter 5≻ ≺Element: Air≻≺Numeric Parameter 7≻ ≺Element: Earth≻≺Numeric Parameter 9≻
            ≺Element: Thunder≻≺Numeric Parameter 11≻ ≺Element: Water≻≺Numeric Parameter 13≻ ≺Element: Light≻≺Numeric Parameter 15≻ ≺Element: Dark≻≺Numeric Parameter 17≻≺Prompt≻
";text;DialogTableEntry;
214;index;DialogTableEntry;
"≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻ will be used to etch an aperture on the ≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.≺Prompt≻
";text;DialogTableEntry;
215;index;DialogTableEntry;
"Select elemental alignment.
≺Selection Dialog≻≺BAD CHAR: EF≻≺Possible Special Code: 1F≻
≺Element: Ice≻
≺Element: Air≻
≺Element: Earth≻
≺Element: Thunder≻
≺Element: Water≻
≺Element: Light≻
≺Element: Dark≻
Cancel.≺Prompt≻
";text;DialogTableEntry;
216;index;DialogTableEntry;
"Confirm: ≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺Multiple Choice (Parameter 9)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻]
≺Selection Dialog≻Yes.
Redo.≺Prompt≻
";text;DialogTableEntry;
217;index;DialogTableEntry;
"This item cannot house any more apertures.≺Prompt≻
";text;DialogTableEntry;
218;index;DialogTableEntry;
"The ≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻ will be embedded in the ≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.≺Prompt≻
";text;DialogTableEntry;
219;index;DialogTableEntry;
"Select target aperture.
≺Selection Dialog≻≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺Multiple Choice (Parameter 9)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Multiple Choice (Parameter 12)≻[(Unused)/(Used)].
≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺Multiple Choice (Parameter 10)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Multiple Choice (Parameter 13)≻[(Unused)/(Used)].
≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺Multiple Choice (Parameter 11)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Multiple Choice (Parameter 14)≻[(Unused)/(Used)].
Cancel.≺Prompt≻
";text;DialogTableEntry;
220;index;DialogTableEntry;
"An evolith is already embedded in this aperture.
Remove and replace?≺Prompt≻
";text;DialogTableEntry;
221;index;DialogTableEntry;
"Embed in the following aperture?
≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻≺Multiple Choice (Parameter 9)≻[≺BAD CHAR: EF≻≺Possible Special Code: 1F≻/≺Element: Ice≻/≺Element: Air≻/≺Element: Earth≻/≺Element: Thunder≻/≺Element: Water≻/≺Element: Light≻/≺Element: Dark≻] ≺Multiple Choice (Parameter 12)≻[(Unused)/(Used)]
≺Selection Dialog≻Yes.
Redo.≺Prompt≻
";text;DialogTableEntry;
222;index;DialogTableEntry;
"There are no compatible apertures on this item.≺Prompt≻
";text;DialogTableEntry;
223;index;DialogTableEntry;
"≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻ will be used to remove all apertures from the ≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.≺Prompt≻
";text;DialogTableEntry;
224;index;DialogTableEntry;
"Remove all apertures?
≺Selection Dialog≻Yes.
No.≺Prompt≻
";text;DialogTableEntry;
225;index;DialogTableEntry;
"There are no removable apertures on this item.≺Possible Special Code: 00≻
";text;DialogTableEntry;
226;index;DialogTableEntry;
"≺Unknown Parameter (Type: 80) 1≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻ will be used to remove the most recently etched aperture from the ≺Possible Special Code: 01≻≺Possible Special Code: 05≻#ｈ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.≺Prompt≻
";text;DialogTableEntry;
227;index;DialogTableEntry;
"Commence synergy?
≺Selection Dialog≻Yes.
No.≺Prompt≻
";text;DialogTableEntry;
228;index;DialogTableEntry;
"Commencing synergy process.≺Prompt≻
";text;DialogTableEntry;
229;index;DialogTableEntry;
"Internal elemental balance:
≺BAD CHAR: EF≻≺Possible Special Code: 1F≻≺Unknown Parameter (Type: 94) 0≻ ≺Element: Ice≻≺Unknown Parameter (Type: 94) 1≻ ≺Element: Air≻≺Unknown Parameter (Type: 94) 2≻ ≺Element: Earth≻≺Unknown Parameter (Type: 94) 3≻ ≺Element: Thunder≻≺Unknown Parameter (Type: 94) 4≻ ≺Element: Water≻≺Unknown Parameter (Type: 94) 5≻ ≺Element: Light≻≺Unknown Parameter (Type: 94) 6≻ ≺Element: Dark≻≺Unknown Parameter (Type: 94) 7≻≺Possible Special Code: 00≻
";text;DialogTableEntry;
